sqft_area,bedrooms,bathrooms,age_of_property,location,furnishing_status,has_parking,has_pool,has_gym,price
2535,1,1,11,Rural,Semi-Furnished,1,0,0,10601636.38
977,1,3,40,Rural,Semi-Furnished,1,0,0,2951521.25
1754,5,1,14,Suburbs,Unfurnished,1,0,1,12029230.87
1422,1,2,1,Downtown,Unfurnished,0,0,1,13078831.74
919,4,2,10,Suburbs,Unfurnished,0,1,0,8685244.4
2704,5,1,10,Downtown,Unfurnished,0,1,1,27155117.54
3097,5,3,7,Uptown,Semi-Furnished,1,0,0,24562099.74
1620,2,3,31,Uptown,Unfurnished,0,0,0,10862686.67
3568,4,3,5,Suburbs,Semi-Furnished,0,0,0,21437409.07
1450,5,1,19,Suburbs,Unfurnished,1,0,0,9114090.81
2836,4,3,38,Uptown,Unfurnished,1,1,0,21888733.53
2743,3,3,34,Business District,Fully-Furnished,1,0,1,26939000.63
3145,5,4,7,Rural,Fully-Furnished,0,0,1,16068501.16
2357,4,1,49,Rural,Unfurnished,1,0,0,7197328.56
2365,4,3,48,Uptown,Semi-Furnished,0,1,0,18254231.84
3412,3,2,42,Rural,Unfurnished,1,1,0,13007676.17
3353,4,4,33,Business District,Fully-Furnished,1,0,0,31118124.75
3728,3,3,18,Business District,Unfurnished,1,0,1,31998984.29
4219,5,2,6,Downtown,Fully-Furnished,1,0,0,43640593.7
3728,5,3,30,Suburbs,Unfurnished,1,0,1,21962702.99
2871,5,2,17,Rural,Unfurnished,1,0,0,12007557.36
3391,3,2,39,Business District,Semi-Furnished,1,1,0,29633795.74
4256,5,2,13,Suburbs,Fully-Furnished,1,0,0,26852234.65
4725,5,4,38,Suburbs,Fully-Furnished,1,1,1,32039438.84
594,1,2,35,Downtown,Fully-Furnished,1,1,1,7766781.9
3174,4,2,16,Suburbs,Semi-Furnished,1,0,0,18670816.23
2455,3,1,36,Suburbs,Unfurnished,1,0,1,13567848.27
1293,1,1,43,Uptown,Semi-Furnished,1,1,1,12244100.09
2334,3,1,8,Downtown,Unfurnished,1,0,0,20645668.06
2616,4,2,19,Downtown,Semi-Furnished,1,0,0,24575881.24
4606,3,4,44,Rural,Semi-Furnished,1,0,0,16158710.37
3825,3,3,27,Suburbs,Fully-Furnished,0,0,0,22950906.79
3419,4,2,49,Rural,Semi-Furnished,1,0,1,14362410.29
3097,5,2,19,Business District,Unfurnished,1,0,0,26382364.68
3705,4,4,40,Suburbs,Semi-Furnished,1,0,0,20635620.75
1314,2,1,35,Business District,Semi-Furnished,1,0,0,10643293.43
845,3,2,26,Uptown,Unfurnished,1,0,0,7394358.37
2849,2,2,7,Suburbs,Fully-Furnished,1,0,0,18658660.69
862,1,3,31,Rural,Unfurnished,1,0,1,3671053.42
2943,1,2,0,Rural,Unfurnished,1,0,0,11640986.19
2765,3,2,16,Suburbs,Unfurnished,1,0,0,15435937.89
2688,2,1,8,Rural,Semi-Furnished,1,1,0,12935176.37
3505,5,3,19,Suburbs,Semi-Furnished,1,1,1,24814843.1
3781,5,2,44,Downtown,Unfurnished,1,1,0,35003541.95
1484,4,3,31,Rural,Unfurnished,1,1,0,7754076.64
2139,4,2,1,Suburbs,Fully-Furnished,1,0,0,14805508.9
1327,1,1,31,Suburbs,Semi-Furnished,1,0,0,7494297.96
3230,4,2,44,Rural,Semi-Furnished,1,0,0,12039969.82
4031,5,3,8,Downtown,Semi-Furnished,1,1,1,40533822.82
4951,3,4,29,Rural,Semi-Furnished,0,1,1,20223874.12
3435,5,3,19,Suburbs,Unfurnished,1,0,0,20023098.66
4376,4,3,37,Downtown,Unfurnished,1,0,0,37445998.84
626,1,3,0,Business District,Fully-Furnished,1,0,1,8638395.35
3677,3,3,4,Uptown,Semi-Furnished,1,0,0,28276701.71
3556,5,2,34,Rural,Semi-Furnished,0,0,0,13113736.32
1103,1,3,35,Suburbs,Unfurnished,1,1,0,6701098.35
3949,3,3,0,Downtown,Fully-Furnished,1,0,1,41838453.38
4646,3,3,13,Downtown,Unfurnished,1,1,1,43595862.61
4033,5,3,8,Business District,Semi-Furnished,1,0,0,35921088.02
3867,5,2,29,Rural,Semi-Furnished,1,0,0,15637179.84
3868,4,2,23,Downtown,Fully-Furnished,1,1,1,40627278.99
4297,3,3,3,Business District,Unfurnished,1,0,0,35810059.17
2292,1,1,49,Suburbs,Semi-Furnished,0,0,1,11815337.34
3361,3,4,13,Business District,Semi-Furnished,1,1,0,32057837.83
3976,4,4,24,Rural,Fully-Furnished,1,1,1,20026110.02
3917,5,4,3,Business District,Semi-Furnished,1,0,1,36561846.36
2145,1,2,24,Downtown,Semi-Furnished,1,0,0,18262838.63
1705,5,1,9,Downtown,Unfurnished,1,0,0,16617014.34
3530,3,2,34,Uptown,Fully-Furnished,1,1,0,29158457.36
3372,4,4,6,Business District,Fully-Furnished,0,1,0,34171868.69
3572,3,4,41,Suburbs,Fully-Furnished,1,0,1,22199863.84
2354,4,3,12,Rural,Unfurnished,1,0,0,11161742.44
4521,4,2,3,Uptown,Fully-Furnished,0,1,1,39471396.19
3208,5,4,49,Business District,Semi-Furnished,0,0,0,27103910.8
4002,5,4,42,Suburbs,Fully-Furnished,1,0,1,26223218.89
1832,1,1,35,Uptown,Semi-Furnished,0,0,0,11732757.37
701,4,1,13,Downtown,Fully-Furnished,0,0,1,10076926.78
4007,4,3,17,Rural,Fully-Furnished,1,0,0,17359112.89
4712,5,3,7,Business District,Unfurnished,0,0,0,39496508.27
1074,1,3,31,Suburbs,Fully-Furnished,1,0,0,5400954.55
1036,3,3,26,Downtown,Fully-Furnished,0,1,0,12233193.63
2125,2,2,41,Uptown,Unfurnished,1,0,0,14150949.25
2622,4,3,36,Rural,Semi-Furnished,1,0,0,10524690.84
885,4,2,22,Uptown,Fully-Furnished,1,1,1,10664539.2
3781,3,3,6,Uptown,Fully-Furnished,1,1,0,32450657.9
974,1,3,11,Suburbs,Semi-Furnished,0,0,1,6409137.06
917,3,1,24,Downtown,Unfurnished,1,0,0,8605559.65
4100,3,2,2,Business District,Fully-Furnished,0,0,0,38698049.52
1454,4,1,25,Suburbs,Unfurnished,0,0,1,9073920.51
1705,3,2,3,Rural,Semi-Furnished,1,0,1,10262287.92
4620,4,4,41,Uptown,Semi-Furnished,1,0,0,33780928.05
2490,1,3,35,Rural,Unfurnished,1,0,1,8342715.71
4072,3,4,14,Suburbs,Semi-Furnished,0,1,0,24830802.45
4880,4,3,31,Suburbs,Semi-Furnished,1,0,1,28188601.91
4658,3,4,28,Business District,Fully-Furnished,0,0,0,43235287.0
3213,4,4,9,Uptown,Unfurnished,1,0,0,24447313.75
2703,5,2,20,Suburbs,Fully-Furnished,1,0,0,17860248.91
3620,4,3,15,Rural,Unfurnished,1,0,0,15632470.75
1466,1,2,46,Business District,Fully-Furnished,1,1,0,12728577.67
3932,4,2,18,Rural,Semi-Furnished,1,1,0,17152245.56
1188,1,1,28,Uptown,Unfurnished,1,1,1,10373652.65
4743,3,2,17,Business District,Unfurnished,1,0,0,38071407.34
4201,5,3,43,Business District,Unfurnished,1,0,0,33047297.54
841,1,3,15,Business District,Unfurnished,1,0,0,7827743.52
2224,5,3,0,Downtown,Semi-Furnished,1,0,1,23936404.6
4922,5,4,47,Business District,Semi-Furnished,1,1,1,44076249.8
2292,5,3,1,Rural,Semi-Furnished,0,1,0,13421208.56
2259,3,1,14,Rural,Fully-Furnished,1,1,0,11825136.26
3712,5,3,38,Uptown,Semi-Furnished,1,1,0,28914142.87
1489,4,2,27,Suburbs,Fully-Furnished,1,1,1,12922927.45
2762,3,3,0,Suburbs,Fully-Furnished,0,0,1,18910453.85
2982,3,1,4,Downtown,Semi-Furnished,1,1,0,29279793.46
1451,2,2,41,Business District,Semi-Furnished,1,0,1,13159998.34
1222,1,3,21,Downtown,Semi-Furnished,1,1,0,12614711.49
3889,3,2,35,Uptown,Fully-Furnished,1,0,0,30648293.37
2579,4,2,45,Uptown,Unfurnished,0,0,1,18256348.49
3217,3,4,12,Suburbs,Semi-Furnished,1,1,1,21566385.24
2832,2,3,0,Uptown,Fully-Furnished,1,0,1,24642645.54
3876,5,4,15,Business District,Fully-Furnished,0,1,0,38464986.91
2000,1,3,40,Rural,Semi-Furnished,1,0,0,6874631.97
785,5,1,21,Uptown,Fully-Furnished,1,0,1,9070780.02
3995,3,2,31,Downtown,Semi-Furnished,1,0,1,37341442.57
2565,2,1,15,Business District,Fully-Furnished,1,0,0,23319510.89
1268,3,3,14,Uptown,Unfurnished,1,0,0,10840358.55
3557,5,4,45,Uptown,Fully-Furnished,1,0,1,30519269.2
4789,4,2,41,Business District,Semi-Furnished,1,0,1,41634128.0
2661,4,2,11,Uptown,Unfurnished,1,0,1,20706712.92
3793,4,2,0,Rural,Semi-Furnished,1,0,1,17754937.8
1446,1,3,16,Suburbs,Fully-Furnished,1,0,0,9434305.35
3835,3,3,40,Business District,Unfurnished,1,1,1,33455620.71
4650,3,4,49,Downtown,Unfurnished,1,0,1,39790165.51
1981,5,1,27,Uptown,Fully-Furnished,1,0,0,16927660.14
2401,3,3,6,Suburbs,Unfurnished,1,0,1,15303109.36
3951,3,3,8,Downtown,Unfurnished,0,0,1,35370344.86
4564,5,2,21,Downtown,Unfurnished,1,0,0,40223569.27
554,4,1,25,Rural,Semi-Furnished,1,0,1,5717059.04
2323,1,1,11,Suburbs,Semi-Furnished,0,0,1,13658232.78
3962,4,3,6,Business District,Unfurnished,1,0,0,33431838.63
3579,5,2,45,Suburbs,Fully-Furnished,1,0,1,22577478.58
1332,1,1,46,Suburbs,Fully-Furnished,1,1,0,8363685.94
4908,3,2,14,Downtown,Semi-Furnished,1,0,1,45322470.65
3306,5,2,37,Rural,Fully-Furnished,1,0,0,14204957.42
2990,3,2,20,Rural,Unfurnished,0,0,1,11412408.97
827,1,1,13,Suburbs,Fully-Furnished,1,0,0,5334166.9
3810,3,4,1,Suburbs,Semi-Furnished,0,0,0,21189971.6
3800,4,4,7,Uptown,Semi-Furnished,0,0,0,28299795.6
4175,3,2,44,Downtown,Unfurnished,0,0,0,34168595.8
3554,3,3,5,Business District,Semi-Furnished,0,0,0,31214227.22
2643,3,1,36,Business District,Semi-Furnished,1,0,0,22674334.9
1811,2,2,36,Rural,Semi-Furnished,1,0,1,7775798.75
3691,3,3,32,Downtown,Fully-Furnished,1,0,1,37585478.92
3038,4,2,40,Rural,Semi-Furnished,1,0,1,12683094.2
4483,5,3,5,Business District,Fully-Furnished,1,0,1,44766171.55
664,4,1,25,Suburbs,Semi-Furnished,1,0,1,6107831.78
4777,3,2,38,Downtown,Semi-Furnished,1,1,0,43767068.84
1322,5,2,40,Downtown,Fully-Furnished,1,1,1,15860657.0
1443,4,3,36,Uptown,Fully-Furnished,1,0,1,13683850.7
4925,3,2,13,Suburbs,Unfurnished,0,1,0,27340383.2
1274,2,2,36,Suburbs,Unfurnished,1,0,1,7398229.62
2698,2,1,7,Rural,Fully-Furnished,1,0,0,11517649.96
3656,5,3,38,Downtown,Semi-Furnished,1,0,1,34003174.54
4742,3,4,12,Rural,Unfurnished,1,0,1,19518143.37
4195,4,2,12,Suburbs,Fully-Furnished,1,0,1,27497532.6
3952,5,2,39,Uptown,Fully-Furnished,0,0,0,31180284.12
1414,2,1,42,Downtown,Semi-Furnished,1,0,0,12063775.53
1808,1,2,27,Suburbs,Fully-Furnished,1,1,1,12418932.7
4677,4,4,17,Uptown,Unfurnished,1,0,0,34599861.43
1013,2,1,18,Business District,Semi-Furnished,1,1,0,11061649.87
2420,5,2,37,Suburbs,Fully-Furnished,1,0,1,16836157.51
4094,4,2,31,Business District,Fully-Furnished,1,0,1,39544628.75
1909,1,1,21,Rural,Semi-Furnished,1,0,0,6970243.62
3690,3,2,1,Business District,Semi-Furnished,1,0,0,32242406.88
4991,5,3,12,Suburbs,Semi-Furnished,0,0,0,28877633.97
2055,2,3,22,Business District,Unfurnished,1,0,0,17886967.02
1304,4,3,24,Downtown,Unfurnished,1,0,0,12510757.88
1779,1,3,27,Suburbs,Fully-Furnished,0,0,1,11934453.62
4077,4,4,10,Uptown,Fully-Furnished,1,0,1,34468320.99
3401,5,2,32,Business District,Semi-Furnished,1,0,1,30763625.37
1887,1,3,23,Downtown,Fully-Furnished,1,1,0,20658018.44
3261,4,4,1,Rural,Fully-Furnished,1,0,1,17347712.25
3179,4,2,29,Rural,Semi-Furnished,1,1,1,15689011.89
2606,3,1,16,Business District,Unfurnished,1,0,1,22502445.59
4723,4,4,39,Rural,Unfurnished,1,0,0,16699334.41
3268,3,2,33,Uptown,Unfurnished,1,0,1,24043927.34
4453,5,3,37,Suburbs,Fully-Furnished,0,0,0,27823010.1
3686,3,4,21,Downtown,Semi-Furnished,1,1,1,36497653.36
3780,3,4,4,Business District,Unfurnished,1,0,0,32446969.61
3073,3,4,47,Rural,Fully-Furnished,1,1,1,14598839.78
3099,4,3,39,Suburbs,Semi-Furnished,1,1,1,19606141.97
4533,3,4,15,Uptown,Unfurnished,1,0,0,32421474.75
736,3,1,12,Rural,Unfurnished,1,0,0,3764970.72
1804,3,2,25,Rural,Semi-Furnished,1,0,0,7648970.1
3930,4,2,30,Downtown,Fully-Furnished,1,0,0,40401034.07
1801,4,3,38,Uptown,Fully-Furnished,1,0,0,14816648.98
3041,5,2,47,Uptown,Unfurnished,1,0,1,22491377.66
2551,1,1,22,Business District,Semi-Furnished,1,0,0,19945622.03
941,4,2,47,Downtown,Fully-Furnished,1,0,0,9939387.28
2576,4,3,11,Business District,Semi-Furnished,0,0,0,22824255.27
3680,4,2,13,Downtown,Semi-Furnished,1,1,0,35974319.44
3157,5,4,17,Uptown,Unfurnished,1,0,1,25319146.02
4298,5,3,26,Downtown,Semi-Furnished,1,0,1,40900980.66
1304,2,3,27,Downtown,Semi-Furnished,1,0,1,12872178.0
574,5,3,17,Downtown,Semi-Furnished,1,1,0,9380354.8
2675,2,3,15,Suburbs,Fully-Furnished,1,0,0,16995296.41
4424,3,3,15,Suburbs,Unfurnished,1,1,0,25427481.22
2589,3,3,12,Uptown,Unfurnished,1,1,0,21589053.79
540,2,2,28,Downtown,Semi-Furnished,1,1,0,6898258.15
2581,1,3,8,Uptown,Semi-Furnished,1,0,1,19889894.82
2122,1,1,25,Suburbs,Fully-Furnished,1,0,0,12345201.21
841,1,2,27,Downtown,Unfurnished,1,1,0,7464756.84
4552,3,2,40,Business District,Fully-Furnished,1,1,1,44388734.36
2574,4,2,12,Suburbs,Unfurnished,0,1,1,16380908.12
1145,3,2,35,Suburbs,Fully-Furnished,1,0,0,7816142.96
4763,4,4,8,Suburbs,Semi-Furnished,1,0,1,29426086.5
1109,2,2,46,Downtown,Fully-Furnished,1,0,1,10756367.67
954,5,2,13,Rural,Semi-Furnished,1,1,0,8035339.33
3453,4,2,11,Business District,Unfurnished,1,1,0,30293359.14
2208,1,1,31,Business District,Unfurnished,1,0,0,16668885.72
3972,5,2,37,Uptown,Semi-Furnished,1,0,1,30511159.14
3469,5,4,2,Downtown,Unfurnished,1,0,0,32695083.84
3528,5,4,15,Suburbs,Fully-Furnished,1,0,1,24033113.71
3181,4,4,19,Rural,Semi-Furnished,1,0,1,14977352.17
4129,3,4,31,Downtown,Unfurnished,1,0,0,35610193.86
4725,3,3,22,Downtown,Fully-Furnished,1,0,0,46573133.28
3567,3,3,16,Rural,Fully-Furnished,0,0,0,15111013.34
1886,5,3,15,Suburbs,Unfurnished,1,1,0,13313045.8
4276,3,2,37,Downtown,Unfurnished,1,1,1,37964862.13
3366,4,3,7,Business District,Fully-Furnished,0,1,0,33561332.02
3863,4,2,18,Business District,Semi-Furnished,0,1,0,34637520.04
4624,4,4,29,Rural,Unfurnished,1,0,0,17044631.97
648,5,2,33,Suburbs,Unfurnished,1,1,0,7252230.13
4350,3,2,13,Rural,Semi-Furnished,1,1,0,18623582.92
2558,1,3,21,Downtown,Semi-Furnished,0,0,0,22690864.17
1636,1,1,43,Business District,Unfurnished,1,0,1,12581365.79
686,5,2,16,Uptown,Semi-Furnished,1,1,0,8255954.22
3354,5,3,14,Rural,Fully-Furnished,1,1,0,17694389.34
1750,1,1,49,Uptown,Fully-Furnished,1,0,1,12771398.36
1833,1,3,47,Uptown,Fully-Furnished,0,0,0,12216523.79
4693,4,4,31,Business District,Unfurnished,1,1,0,39368719.06
4650,4,3,12,Rural,Semi-Furnished,0,1,0,19872388.1
3211,5,4,20,Uptown,Fully-Furnished,1,0,0,26382360.19
2285,2,3,48,Downtown,Semi-Furnished,1,0,1,20625752.2
1250,4,2,39,Suburbs,Fully-Furnished,1,0,0,8769786.95
2262,1,2,32,Suburbs,Semi-Furnished,1,0,1,12772731.99
4420,4,3,26,Business District,Fully-Furnished,1,1,0,43338787.29
4960,4,3,34,Rural,Fully-Furnished,1,0,0,20321623.07
981,1,2,15,Rural,Fully-Furnished,1,0,1,6149470.44
653,2,1,27,Suburbs,Fully-Furnished,1,1,0,4996382.01
2024,2,1,33,Downtown,Fully-Furnished,1,0,1,20652637.71
2620,3,2,46,Suburbs,Fully-Furnished,0,1,0,16160214.14
2843,2,2,0,Suburbs,Fully-Furnished,0,0,0,18461211.69
1740,3,2,40,Rural,Fully-Furnished,1,1,1,9497103.11
560,4,2,47,Uptown,Fully-Furnished,0,1,0,5474106.66
1438,3,1,30,Downtown,Semi-Furnished,1,0,1,14510016.42
2139,5,2,35,Rural,Semi-Furnished,0,1,0,11085228.09
4620,4,4,43,Suburbs,Unfurnished,1,1,1,27037089.99
4726,3,2,32,Uptown,Fully-Furnished,1,1,0,38349289.66
4069,4,2,32,Downtown,Semi-Furnished,0,0,1,36640233.13
1752,5,3,38,Business District,Semi-Furnished,1,0,1,17638372.35
4703,5,2,17,Downtown,Semi-Furnished,1,0,0,43463934.11
671,1,3,22,Downtown,Semi-Furnished,1,0,0,6962942.51
1958,3,1,22,Suburbs,Semi-Furnished,1,0,1,12475318.37
4049,3,2,14,Suburbs,Semi-Furnished,1,0,0,23964681.85
4697,4,4,25,Business District,Unfurnished,0,1,1,40338192.17
2822,4,3,29,Business District,Semi-Furnished,0,0,1,25005454.62
2136,1,2,24,Business District,Unfurnished,0,1,1,19353910.36
3615,5,3,44,Rural,Unfurnished,1,1,0,15648476.12
4590,5,3,15,Rural,Fully-Furnished,1,0,0,21103854.25
3504,5,4,38,Suburbs,Fully-Furnished,0,0,0,21740184.03
829,2,2,47,Suburbs,Fully-Furnished,1,1,0,6072911.11
4140,4,2,44,Business District,Semi-Furnished,1,0,0,33698222.83
4394,5,2,13,Rural,Fully-Furnished,1,0,1,20544795.62
4607,5,3,16,Uptown,Semi-Furnished,1,1,0,36664908.22
1841,1,2,11,Rural,Semi-Furnished,1,0,1,8567733.26
4163,5,2,28,Suburbs,Fully-Furnished,1,1,1,28019007.54
715,4,1,31,Rural,Fully-Furnished,1,1,1,5913752.79
838,1,2,23,Suburbs,Unfurnished,1,0,0,5120195.88
4562,4,3,12,Business District,Unfurnished,1,1,0,39871075.77
3208,5,3,19,Business District,Semi-Furnished,1,0,0,28770544.97
3652,3,2,14,Business District,Semi-Furnished,1,1,0,33442654.14
2250,2,2,3,Uptown,Fully-Furnished,1,1,1,21997239.16
2921,3,1,33,Uptown,Fully-Furnished,1,0,1,22981195.15
1209,5,3,27,Suburbs,Unfurnished,1,0,0,8482593.53
4226,5,4,49,Downtown,Fully-Furnished,1,0,0,42513501.31
4142,4,2,1,Uptown,Semi-Furnished,1,0,0,30958934.05
4493,4,3,46,Suburbs,Fully-Furnished,1,1,1,28451047.77
988,1,3,29,Rural,Unfurnished,1,0,1,5023707.9
546,3,1,25,Business District,Semi-Furnished,1,0,0,6110582.26
3859,4,2,46,Business District,Unfurnished,1,0,0,30374344.74
900,2,1,25,Business District,Unfurnished,1,0,1,8245300.92
4490,4,4,19,Suburbs,Semi-Furnished,1,1,0,26737219.34
3657,5,3,41,Business District,Unfurnished,1,0,1,30859753.6
4845,4,2,27,Uptown,Fully-Furnished,1,1,0,39287568.79
890,3,3,19,Rural,Fully-Furnished,0,1,0,6150227.29
4353,4,3,10,Business District,Unfurnished,1,0,0,37073488.36
4930,3,4,9,Suburbs,Fully-Furnished,0,0,1,30666801.79
1128,2,2,22,Rural,Unfurnished,1,0,0,4596256.33
4732,3,2,36,Business District,Fully-Furnished,1,0,0,43132356.31
3430,4,3,40,Downtown,Unfurnished,1,0,0,29309383.1
2021,3,1,18,Business District,Fully-Furnished,0,1,0,20499901.93
1326,2,1,44,Uptown,Semi-Furnished,1,1,1,11694277.3
2000,1,1,17,Rural,Semi-Furnished,1,0,1,8419210.55
3794,3,4,48,Uptown,Fully-Furnished,0,0,0,29145936.38
2919,5,3,26,Downtown,Unfurnished,1,0,1,27132774.2
1434,3,1,5,Downtown,Fully-Furnished,1,1,0,16955443.79
3542,3,4,9,Uptown,Unfurnished,1,0,0,26208295.78
4997,5,3,1,Rural,Fully-Furnished,1,0,1,22862830.94
1966,4,2,23,Downtown,Fully-Furnished,1,0,0,19479223.35
4061,4,3,37,Downtown,Semi-Furnished,1,1,0,38151815.26
1114,1,1,27,Business District,Unfurnished,1,0,0,8717207.41
1682,5,1,27,Suburbs,Unfurnished,1,0,1,11319955.08
3723,4,3,44,Downtown,Unfurnished,1,0,0,31104164.83
3167,3,3,49,Rural,Unfurnished,0,0,0,10952872.53
630,3,2,38,Rural,Unfurnished,1,1,1,5330770.71
3483,3,3,1,Business District,Semi-Furnished,1,0,1,32495402.01
4778,5,4,45,Rural,Fully-Furnished,0,0,1,20263184.34
4959,5,4,4,Business District,Unfurnished,1,1,0,43816803.64
538,2,2,49,Downtown,Unfurnished,0,0,0,3848694.0
4459,3,2,10,Downtown,Fully-Furnished,1,0,0,44907023.59
4087,3,4,9,Downtown,Semi-Furnished,1,1,1,41113625.82
1420,4,2,42,Downtown,Semi-Furnished,1,1,1,15400729.66
3269,4,4,1,Suburbs,Semi-Furnished,1,0,1,21582737.69
4611,4,4,14,Suburbs,Fully-Furnished,1,1,0,30486512.23
992,2,2,38,Downtown,Fully-Furnished,1,1,0,11183080.83
1631,4,2,40,Rural,Semi-Furnished,1,0,0,6032632.64
4021,3,3,36,Business District,Semi-Furnished,1,0,0,32814833.5
810,5,2,6,Uptown,Fully-Furnished,1,0,0,10640722.43
1238,4,2,19,Business District,Semi-Furnished,1,1,1,15626902.68
3741,5,2,33,Uptown,Unfurnished,0,1,0,28223556.31
1045,2,1,34,Uptown,Fully-Furnished,1,0,0,8273660.58
2961,3,3,33,Downtown,Semi-Furnished,1,0,1,28287395.31
4846,3,4,21,Uptown,Unfurnished,1,0,0,34522692.44
2304,1,3,30,Downtown,Fully-Furnished,1,0,1,24086543.97
3712,3,2,22,Suburbs,Fully-Furnished,1,0,1,23384304.05
4310,4,4,18,Rural,Unfurnished,1,0,0,16644187.54
1313,5,3,3,Uptown,Fully-Furnished,1,0,1,14708073.36
4624,5,3,23,Rural,Semi-Furnished,1,0,0,19069921.8
2532,4,1,19,Downtown,Fully-Furnished,1,1,0,27244928.87
4913,3,3,38,Uptown,Semi-Furnished,1,1,0,36270770.51
744,1,2,27,Business District,Unfurnished,1,1,0,8197417.97
771,3,1,38,Suburbs,Unfurnished,1,0,0,3797908.22
4011,4,2,16,Suburbs,Fully-Furnished,0,1,0,26866945.71
2271,1,1,18,Uptown,Unfurnished,1,1,0,17370185.11
1762,1,2,47,Suburbs,Unfurnished,1,0,0,8927875.95
2924,5,1,34,Business District,Fully-Furnished,0,0,1,29083572.42
4861,5,2,31,Rural,Semi-Furnished,1,1,1,21578481.58
1420,5,2,46,Business District,Fully-Furnished,1,0,1,15913338.7
3930,4,4,45,Suburbs,Fully-Furnished,1,0,0,24074142.36
4935,4,2,46,Rural,Semi-Furnished,0,0,1,18597857.6
4984,4,3,45,Business District,Semi-Furnished,1,0,1,42542540.59
3124,5,2,38,Downtown,Semi-Furnished,1,0,0,28544434.72
4260,3,2,34,Downtown,Fully-Furnished,1,0,0,41696586.04
2550,3,3,29,Rural,Semi-Furnished,1,0,1,11861056.27
4000,4,4,16,Rural,Unfurnished,1,0,1,16400817.55
1665,4,3,41,Rural,Semi-Furnished,1,1,1,10899146.41
875,3,1,46,Downtown,Unfurnished,1,1,1,10531004.46
2533,3,3,28,Business District,Semi-Furnished,1,0,1,22688209.57
645,4,1,5,Rural,Unfurnished,1,0,0,4959671.57
4888,5,2,16,Downtown,Unfurnished,0,0,0,42604409.56
931,1,2,16,Rural,Unfurnished,1,0,1,5038720.31
1204,4,3,13,Rural,Unfurnished,0,1,0,7655233.19
3132,3,4,23,Rural,Unfurnished,1,0,0,12647178.81
4994,4,3,49,Downtown,Semi-Furnished,1,0,0,43675967.89
1463,3,1,36,Business District,Fully-Furnished,0,0,1,15049902.21
2734,2,1,39,Downtown,Fully-Furnished,1,0,0,25292163.6
2541,1,2,38,Downtown,Fully-Furnished,1,0,1,25083929.14
2328,5,1,31,Rural,Fully-Furnished,1,0,0,10245440.32
2608,5,2,35,Uptown,Fully-Furnished,0,1,0,22566598.55
4568,3,2,49,Uptown,Unfurnished,1,0,1,31529430.1
1438,4,2,36,Uptown,Semi-Furnished,0,0,0,10814240.01
1306,1,1,47,Downtown,Unfurnished,1,0,0,9789187.97
1963,5,2,13,Rural,Semi-Furnished,1,0,0,9567779.57
3915,3,4,26,Uptown,Semi-Furnished,1,0,0,28685186.0
510,4,2,18,Suburbs,Semi-Furnished,0,0,0,4682275.24
2368,2,2,30,Suburbs,Semi-Furnished,1,1,0,13980538.01
1384,1,3,45,Suburbs,Fully-Furnished,1,0,1,8203609.83
4064,5,2,8,Business District,Semi-Furnished,1,0,0,35738496.6
1889,2,3,37,Rural,Semi-Furnished,0,0,0,6429673.25
3901,3,4,16,Downtown,Fully-Furnished,1,0,0,38700608.65
4821,4,2,18,Downtown,Unfurnished,0,0,0,40770807.4
1324,5,2,43,Rural,Unfurnished,1,0,0,6090730.94
2765,5,2,3,Business District,Unfurnished,1,0,1,26017723.18
1436,1,2,47,Rural,Unfurnished,1,0,1,5144141.82
3300,5,2,10,Business District,Semi-Furnished,1,0,0,30468094.81
3053,3,2,21,Uptown,Fully-Furnished,1,0,1,25281160.87
4345,3,3,3,Uptown,Fully-Furnished,1,0,0,34865909.46
2296,1,2,16,Business District,Unfurnished,1,0,1,19871853.57
553,5,3,7,Rural,Fully-Furnished,1,0,0,4775139.42
1226,2,2,45,Uptown,Semi-Furnished,1,0,0,8277736.44
3236,5,3,33,Rural,Unfurnished,1,0,0,13067901.63
3670,4,4,10,Uptown,Semi-Furnished,0,0,0,29163495.53
2413,3,1,30,Rural,Semi-Furnished,1,0,1,9887709.89
2096,1,3,10,Rural,Semi-Furnished,0,1,0,9426107.16
2414,1,2,37,Suburbs,Semi-Furnished,1,1,0,14127299.57
2966,5,2,20,Business District,Semi-Furnished,1,0,1,27881109.48
3237,4,4,45,Downtown,Unfurnished,1,0,0,27983550.81
1349,5,2,29,Business District,Semi-Furnished,1,0,1,14149241.48
2609,4,1,9,Rural,Unfurnished,1,0,0,10591192.57
502,5,2,25,Rural,Fully-Furnished,0,0,0,3978423.29
4755,3,3,26,Business District,Semi-Furnished,1,1,0,40747338.44
4569,4,4,7,Rural,Semi-Furnished,1,0,0,20635492.92
1392,2,2,38,Uptown,Fully-Furnished,1,1,0,12625812.75
2530,5,3,7,Rural,Unfurnished,0,0,1,11848197.72
3660,4,3,7,Business District,Semi-Furnished,1,0,1,33507142.39
2876,2,3,33,Business District,Fully-Furnished,1,1,1,28190398.93
2433,1,2,15,Business District,Fully-Furnished,1,1,1,24484889.52
1880,1,1,40,Suburbs,Semi-Furnished,1,1,1,11677132.64
4181,3,4,12,Suburbs,Unfurnished,0,1,0,24991745.8
1790,2,3,22,Suburbs,Unfurnished,1,0,1,11109914.47
